claim_id,assertion_id,content_id,claim_text,assertion_text,claim_classification,support_status,support_type,source_number,source_title,source_excerpt,source_url,article_excerpt,article_section,source_file,spoiler_scope,review_required,notes
CLM-USAIDCIA-P01-001,AST-WRR-USAIDCIA-P01-TT-SHORT-003-01,WRR-USAIDCIA-P01-TT-SHORT-003,"NSAM 132 was dated February 19, 1962.",John F. Kennedy did not describe police assistance as an ordinary development program.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,2,"NSAM 132, signed February 19, 1962","Washington, February 19, 1962. TO The Honorable Fowler Hamilton The Administrator Agency for International Development SUBJECT",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-002,AST-WRR-USAIDCIA-P01-TT-SHORT-003-01,WRR-USAIDCIA-P01-TT-SHORT-003,Kennedy described police assistance as crucial to countering Communist indirect aggression.,John F. Kennedy did not describe police assistance as an ordinary development program.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,2,"NSAM 132, signed February 19, 1962","Police assistance programs, including those under the aegis of your agency, are also a crucial element in our response to this challenge",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-001,AST-WRR-USAIDCIA-P01-TT-SHORT-003-02,WRR-USAIDCIA-P01-TT-SHORT-003,"NSAM 132 was dated February 19, 1962.","NSAM 132 was dated February 19, 1962.",DOCUMENTED_FACT,SUPPORTED,DIRECT,2,"NSAM 132, signed February 19, 1962","Washington, February 19, 1962. TO The Honorable Fowler Hamilton The Administrator Agency for International Development SUBJECT",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-002,AST-WRR-USAIDCIA-P01-TT-SHORT-003-03,WRR-USAIDCIA-P01-TT-SHORT-003,Kennedy described police assistance as crucial to countering Communist indirect aggression.,Kennedy described police assistance as crucial to countering Communist indirect aggression.,DOCUMENTED_FACT,SUPPORTED,DIRECT,2,"NSAM 132, signed February 19, 1962","Police assistance programs, including those under the aegis of your agency, are also a crucial element in our response to this challenge",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-001,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-01,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 132 was dated February 19, 1962.","Follow four decisions across 1962, and a police system takes shape in plain sight.",DOCUMENTED_FACT,PARTIALLY_SUPPORTED,DIRECT,2,"NSAM 132, signed February 19, 1962","Washington, February 19, 1962. TO The Honorable Fowler Hamilton The Administrator Agency for International Development SUBJECT",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-006,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-01,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 162 was dated June 19, 1962.","Follow four decisions across 1962, and a police system takes shape in plain sight.",DOCUMENTED_FACT,PARTIALLY_SUPPORTED,DIRECT,3,NSAM 162,"Washington, June 19, 1962. TO",https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"Four months later, NSAM 162 widened the frame. Its subject was the development of American and indigenous police, paramilitary and military resources. Police capacity was being discussed as one component of a larger overseas internal-defense system.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-010,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-01,WRR-USAIDCIA-P01-TT-MEDIUM-001,"The July 20, 1962 committee called police programs a neglected part of countering subversion and insurgency.","Follow four decisions across 1962, and a police system takes shape in plain sight.",DOCUMENTED_FACT,PARTIALLY_SUPPORTED,DIRECT,4,published Foreign Relations memorandum,the U.S. police assistance programs form a very important but neglected part of our intensified effort to help emerging nations counter subversion and insurgency,https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"Then, on July 20, 1962, an interagency committee chaired through the State Department delivered its recommendations. The published Foreign Relations memorandum is short, but the Kennedy Library folder preserves the fuller report and the implementation papers that followed.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-001,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-02,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 132 was dated February 19, 1962.","NSAM 132 was dated February 19, 1962.",DOCUMENTED_FACT,SUPPORTED,DIRECT,2,"NSAM 132, signed February 19, 1962","Washington, February 19, 1962. TO The Honorable Fowler Hamilton The Administrator Agency for International Development SUBJECT",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-006,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-03,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 162 was dated June 19, 1962.","NSAM 162 was dated June 19, 1962.",DOCUMENTED_FACT,SUPPORTED,DIRECT,3,NSAM 162,"Washington, June 19, 1962. TO",https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"Four months later, NSAM 162 widened the frame. Its subject was the development of American and indigenous police, paramilitary and military resources. Police capacity was being discussed as one component of a larger overseas internal-defense system.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-010,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-04,WRR-USAIDCIA-P01-TT-MEDIUM-001,"The July 20, 1962 committee called police programs a neglected part of countering subversion and insurgency.","The July 20, 1962 committee called police programs a neglected part of countering subversion and insurgency.",DOCUMENTED_FACT,SUPPORTED,DIRECT,4,published Foreign Relations memorandum,the U.S. police assistance programs form a very important but neglected part of our intensified effort to help emerging nations counter subversion and insurgency,https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"Then, on July 20, 1962, an interagency committee chaired through the State Department delivered its recommendations. The published Foreign Relations memorandum is short, but the Kennedy Library folder preserves the fuller report and the implementation papers that followed.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-05,WRR-USAIDCIA-P01-TT-MEDIUM-001,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,DOCUMENTED_FACT,SUPPORTED,DIRECT,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-001,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-06,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 132 was dated February 19, 1962.","That division matters: overt administration and covert activity were recognized as different categories, not proof that AID and CIA were identical.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,2,"NSAM 132, signed February 19, 1962","Washington, February 19, 1962. TO The Honorable Fowler Hamilton The Administrator Agency for International Development SUBJECT",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-006,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-06,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 162 was dated June 19, 1962.","That division matters: overt administration and covert activity were recognized as different categories, not proof that AID and CIA were identical.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,3,NSAM 162,"Washington, June 19, 1962. TO",https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"Four months later, NSAM 162 widened the frame. Its subject was the development of American and indigenous police, paramilitary and military resources. Police capacity was being discussed as one component of a larger overseas internal-defense system.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-010,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-06,WRR-USAIDCIA-P01-TT-MEDIUM-001,"The July 20, 1962 committee called police programs a neglected part of countering subversion and insurgency.","That division matters: overt administration and covert activity were recognized as different categories, not proof that AID and CIA were identical.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,the U.S. police assistance programs form a very important but neglected part of our intensified effort to help emerging nations counter subversion and insurgency,https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"Then, on July 20, 1962, an interagency committee chaired through the State Department delivered its recommendations. The published Foreign Relations memorandum is short, but the Kennedy Library folder preserves the fuller report and the implementation papers that followed.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-06,WRR-USAIDCIA-P01-TT-MEDIUM-001,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,"That division matters: overt administration and covert activity were recognized as different categories, not proof that AID and CIA were identical.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-001,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-08,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 132 was dated February 19, 1962.",Part 1 has the documents.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,2,"NSAM 132, signed February 19, 1962","Washington, February 19, 1962. TO The Honorable Fowler Hamilton The Administrator Agency for International Development SUBJECT",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-006,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-08,WRR-USAIDCIA-P01-TT-MEDIUM-001,"NSAM 162 was dated June 19, 1962.",Part 1 has the documents.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,3,NSAM 162,"Washington, June 19, 1962. TO",https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"Four months later, NSAM 162 widened the frame. Its subject was the development of American and indigenous police, paramilitary and military resources. Police capacity was being discussed as one component of a larger overseas internal-defense system.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-010,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-08,WRR-USAIDCIA-P01-TT-MEDIUM-001,"The July 20, 1962 committee called police programs a neglected part of countering subversion and insurgency.",Part 1 has the documents.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,the U.S. police assistance programs form a very important but neglected part of our intensified effort to help emerging nations counter subversion and insurgency,https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"Then, on July 20, 1962, an interagency committee chaired through the State Department delivered its recommendations. The published Foreign Relations memorandum is short, but the Kennedy Library folder preserves the fuller report and the implementation papers that followed.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-TT-MEDIUM-001-08,WRR-USAIDCIA-P01-TT-MEDIUM-001,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,Part 1 has the documents.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-002,AST-WRR-USAIDCIA-P01-TT-MEDIUM-002-01,WRR-USAIDCIA-P01-TT-MEDIUM-002,Kennedy described police assistance as crucial to countering Communist indirect aggression.,Why was a civilian aid agency being assigned a central role in overseas police assistance?,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,2,"NSAM 132, signed February 19, 1962","Police assistance programs, including those under the aegis of your agency, are also a crucial element in our response to this challenge",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"President John F. Kennedy addressed that tension directly in NSAM 132, signed February 19, 1962. His memorandum went to Fowler Hamilton, the administrator of AID. Kennedy said police assistance was a crucial element of the response to Communist “indirect aggression,” even though it could look marginal under criteria focused on sustained economic growth.",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
